"sp","weights"
"Rhinocheilus_lecontei",0.00117663151500131
"Arizona_elegans",0.00117665185547164
"Arizona_pacata",0.0011766518554713
"Pantherophis_slowinskii",0.00117655644245129
"Pantherophis_emoryi",0.00117655644245171
"Pantherophis_guttatus",0.00117656457854699
"Pantherophis_vulpinus",0.00117657121534211
"Pantherophis_ramspotti",0.00117657121534359
"Pantherophis_alleghaniensis",0.00117653361424077
"Pantherophis_spiloides",0.00117653361424127
"Pantherophis_obsoletus",0.00117655049132184
"Pantherophis_bairdi",0.00117655049132275
"Pituophis_catenifer",0.0011764891584102
"Pituophis_ruthveni",0.00117648915840941
"Pituophis_melanoleucus",0.00117649551383474
"Pituophis_vertebralis",0.00117652782468811
"Pituophis_deppei",0.00117653500657893
"Pituophis_lineaticollis",0.00117653500657892
"Bogertophis_subocularis",0.00117693288315662
"Bogertophis_rosaliae",0.00117693288315678
"Pseudelaphe_flavirufa",0.00117712232344071
"Senticolis_triaspis",0.00117765745339841
"Zamenis_longissimus",0.00117775492021157
"Zamenis_lineatus",0.00117775492021186
"Zamenis_situla",0.00117776134070344
"Zamenis_persicus",0.00117779471321837
"Zamenis_scalaris",0.00117781044426441
"Zamenis_hohenackeri",0.00117784438175381
"Coronella_girondica",0.0011778747975799
"Coronella_austriaca",0.00117787479758003
"Oocatochus_rufodorsatus",0.00117789573165652
"Elaphe_quadrivirgata",0.00117776532572243
"Elaphe_carinata",0.0011777653257221
"Elaphe_davidi",0.00117777018449432
"Elaphe_bimaculata",0.00117772890745095
"Elaphe_dione",0.00117772890745012
"Elaphe_anomala",0.00117772984031894
"Elaphe_schrenckii",0.00117772984031932
"Elaphe_climacophora",0.00117779433924487
"Elaphe_sauromates",0.00117778773796975
"Elaphe_quatuorlineata",0.00117778773796958
"Elaphe_zoigeensis",0.00117801391254462
"Elaphe_hodgsoni",0.00117803013939971
"Elaphe_cantoris",0.00117803013939943
"Elaphe_moellendorffi",0.00117804042496199
"Elaphe_taeniura",0.0011780707821808
"Phyllorhynchus_decurtatus",0.00117852548315561
"Phyllorhynchus_browni",0.00117852548315513
"Oreocryptophis_porphyraceus",0.00117877513829382
"Archelaphe_bella",0.00117900981584355
"Euprepiophis_perlacea",0.00117961041830889
"Euprepiophis_conspicillata",0.00117961041830886
"Euprepiophis_mandarinus",0.00117963820350106
"Oligodon_formosanus",0.00118062544947406
"Oligodon_ocellatus",0.00118062544947398
"Oligodon_chinensis",0.00118062946935558
"Oligodon_fasciolatus",0.00118066500670929
"Oligodon_barroni",0.00118065751229017
"Oligodon_taeniatus",0.00118065751228945
"Oligodon_cyclurus",0.00118070600925724
"Oligodon_octolineatus",0.00118080847059428
"Oligodon_albocinctus",0.0011808736083597
"Oligodon_cruentatus",0.00118076532326911
"Oligodon_theobaldi",0.00118076532326848
"Oligodon_torquatus",0.00118077451706738
"Oligodon_planiceps",0.00118077451706713
"Oligodon_maculatus",0.00118085418710344
"Oligodon_splendidus",0.00118085418710338
"Oligodon_cinereus",0.00118088486336815
"Oligodon_mcdougalli",0.00118090054359101
"Oligodon_dorsalis",0.00118090054359083
"Oligodon_catenatus",0.00118105776321569
"Oligodon_ornatus",0.0011810577632154
"Oligodon_sublineatus",0.0011811729154764
"Oligodon_calamarius",0.00118117291547625
"Oligodon_taeniolatus",0.0011812186720738
"Oligodon_arnensis",0.0011812679924714
"Oligodon_waandersi",0.00118140514134362
"Enuliophis_sclateri",0.00118210279541387
"Coelognathus_subradiatus",0.00118252034387426
"Coelognathus_flavolineatus",0.0011825203438738
"Coelognathus_erythrurus",0.00118254906442569
"Coelognathus_radiatus",0.0011827210140725
"Coelognathus_helena",0.00118272902623683
"Dipsadoboa_underwoodi",0.00118066091331761
"Dipsadoboa_unicolor",0.00118066091331757
"Dipsadoboa_weileri",0.00118067117169623
"Dipsadoboa_viridis",0.00118073277301758
"Dipsadoboa_aulica",0.00118071717546697
"Dipsadoboa_flavida",0.00118071717546709
"Dipsadoboa_werneri",0.00118075616385042
"Dipsadoboa_kageleri",0.00118077077657416
"Dipsadoboa_duchesnii",0.00118080942758533
"Dipsadoboa_brevirostris",0.00118080942758538
"Crotaphopeltis_tornieri",0.00118096314778167
"Crotaphopeltis_hotamboeia",0.00118096314778147
"Crotaphopeltis_hippocrepis",0.00118099926287323
"Telescopus_obtusus",0.00118091325403046
"Telescopus_tripolitanus",0.0011809132540303
"Telescopus_variegatus",0.00118092708067269
"Telescopus_beetzi",0.00118092156017576
"Telescopus_semiannulatus",0.00118092156017579
"Telescopus_dhara",0.00118101929639823
"Telescopus_pulcher",0.00118101929639842
"Telescopus_nigriceps",0.00118093885707402
"Telescopus_hoogstraali",0.00118093885707422
"Telescopus_fallax",0.00118094580901106
"Boiga_dendrophila",0.00118075135989928
"Boiga_cyanea",0.00118075135989916
"Boiga_angulata",0.0011807841794031
"Boiga_nigriceps",0.00118080515905331
"Boiga_forsteni",0.0011807976303281
"Boiga_siamensis",0.00118079763032842
"Boiga_cynodon",0.00118080421610788
"Boiga_drapiezii",0.00118089787513451
"Boiga_irregularis",0.0011808978751344
"Boiga_jaspidea",0.00118105841676071
"Boiga_kraepelini",0.00118105841676055
"Boiga_multomaculata",0.0011806539482949
"Boiga_ochracea",0.00118065394829495
"Boiga_trigonata",0.00118068464070046
"Boiga_beddomei",0.00118069994349409
"Boiga_ceylonensis",0.00118069994349412
"Boiga_quincunciata",0.00118071423596365
"Boiga_barnesii",0.00118082097030625
"Boiga_westermanni",0.00118099767535164
"Dasypeltis_abyssina",0.00118059894105097
"Dasypeltis_atra",0.00118059894105096
"Dasypeltis_gansi",0.00118060157295722
"Dasypeltis_latericia",0.00118061591771761
"Dasypeltis_parascabra",0.00118061779246168
"Dasypeltis_sahelensis",0.00118061779246163
"Dasypeltis_bazi",0.0011806254233036
"Dasypeltis_scabra",0.00118082544910544
"Dasypeltis_medici",0.00118095255263043
"Dasypeltis_fasciata",0.00118095400136077
"Dasypeltis_confusa",0.00118095400136062
"Toxicodryas_pulverulenta",0.00118144649130992
"Toxicodryas_blandingii",0.00118144649131011
"Lycodon_cavernicolus",0.00117968127878288
"Lycodon_butleri",0.00117968127878339
"Lycodon_sidiki",0.00117968744550811
"Lycodon_gongshan",0.00117969249673134
"Lycodon_liuchengchaoi",0.00117968806494413
"Lycodon_multizonatus",0.00117968806494355
"Lycodon_fasciatus",0.00117970417436604
"Lycodon_ruhstrati",0.00117976228425293
"Lycodon_synaptor",0.00117976228425284
"Lycodon_meridionalis",0.00117969663921446
"Lycodon_flavozonatus",0.001179696639214
"Lycodon_banksi",0.00117972389753847
"Lycodon_futsingensis",0.00117973150067496
"Lycodon_semicarinatus",0.00117974885304464
"Lycodon_rufozonatus",0.00117973913642457
"Lycodon_paucifasciatus",0.00117973913642432
"Lycodon_subcinctus",0.00118012060134096
"Lycodon_aulicus",0.00118003405213557
"Lycodon_capucinus",0.00118003405213547
"Lycodon_zawi",0.00118006588764649
"Lycodon_anamallensis",0.00118006588764706
"Lycodon_jara",0.00118012661934718
"Lycodon_laoensis",0.00118016620522196
"Lycodon_carinatus",0.0011801880317728
"Lycodon_effraenis",0.00118040211039248
"Lycodon_stormi",0.00118040211039268
"Stegonotus_heterurus",0.00117939830060129
"Stegonotus_parvus",0.00117939830060129
"Stegonotus_admiraltiensis",0.00117940156480564
"Stegonotus_guentheri",0.00117941450816519
"Stegonotus_cucullatus",0.00117942632811475
"Stegonotus_modestus",0.00117942762879071
"Stegonotus_iridis",0.00117942762879033
"Stegonotus_melanolabiatus",0.00117942791294736
"Stegonotus_derooijae",0.00117942791294803
"Stegonotus_diehli",0.00117943106414422
"Lycodon_chrysoprateros",0.00117963625004745
"Lycodon_alcalai",0.00117963625004867
"Lycodon_bibonius",0.00117964631273159
"Lycodon_solivagus",0.00117966049655973
"Lycodon_muelleri",0.0011797935443327
"Stegonotus_muelleri",0.00117978443258285
"Lycodon_dumerilii",0.00117978443258299
"Stegonotus_batjanensis",0.0011798737359353
"Dryocalamus_davisonii",0.00118014372588276
"Lycodon_nympha",0.0011801437258827
"Lycodon_tristrigatus",0.00118011245085854
"Lycodon_subannulatus",0.00118011245085805
"Lycodon_albofuscus",0.0011809305593367
"Eirenis_collaris",0.00118056873128233
"Eirenis_eiselti",0.00118056873128334
"Eirenis_barani",0.0011805939331147
"Eirenis_punctatolineatus",0.00118059867408288
"Eirenis_levantinus",0.00118061279005381
"Eirenis_thospitis",0.0011805668398299
"Eirenis_hakkariensis",0.00118056683983786
"Eirenis_medus",0.00118060801096491
"Eirenis_lineomaculatus",0.00118062054120727
"Eirenis_coronelloides",0.00118062054120743
"Eirenis_rothii",0.00118062453903529
"Eirenis_decemlineatus",0.00118075180408446
"Eirenis_persicus",0.001180802915745
"Eirenis_modestus",0.00118082009556276
"Eirenis_aurolineatus",0.00118082009556262
"Dolichophis_cypriensis",0.00118102006680258
"Hierophis_gemonensis",0.00118102006680242
"Hierophis_viridiflavus",0.00118102495706111
"Orientocoluber_spinalis",0.00118110401965063
"Dolichophis_schmidti",0.00118118926211653
"Dolichophis_caspius",0.00118118926211644
"Dolichophis_jugularis",0.00118123428270681
"Hierophis_andreanus",0.0011812611509956
"Platyceps_florulentus",0.00118132607749484
"Platyceps_variabilis",0.00118132607749488
"Platyceps_elegantissimus",0.00118133408780786
"Platyceps_najadum",0.00118133578777394
"Platyceps_collaris",0.00118133578777418
"Platyceps_saharicus",0.00118131120784632
"Platyceps_rogersi",0.00118131120784642
"Platyceps_karelini",0.00118135224398857
"Platyceps_ventromaculatus",0.00118138303040377
"Platyceps_rhodorachis",0.00118138303040409
"Spalerosophis_diadema",0.00118151317040678
"Spalerosophis_arenarius",0.00118151317040668
"Spalerosophis_microlepis",0.00118154472290438
"Hemorrhois_algirus",0.0011815482346732
"Hemorrhois_hippocrepis",0.00118154823467288
"Hemorrhois_nummifer",0.00118153750103726
"Hemorrhois_ravergieri",0.00118153750103727
"Hemerophis_socotrae",0.00118216025411849
"Rhynchocalamus_arabicus",0.00118233909799569
"Rhynchocalamus_dayanae",0.00118233909799609
"Rhynchocalamus_melanocephalus",0.00118235672402696
"Rhynchocalamus_levitoni",0.00118234155262748
"Rhynchocalamus_satunini",0.00118234155262721
"Lytorhynchus_maynardi",0.00118278183217518
"Lytorhynchus_ridgewayi",0.00118278183217521
"Lytorhynchus_diadema",0.00118282799958502
"Coronella_brachyura",0.00118282215956176
"Wallaceophis_gujaratensis",0.00118282215956156
"Macroprotodon_brevis",0.00118282016202622
"Macroprotodon_cucullatus",0.00118282016202587
"Macroprotodon_abubakeri",0.00118288349684612
"Macroprotodon_mauritanicus",0.00118295241393906
"Bamanophis_dorri",0.00118314644000117
"Meizodon_coronatus",0.00118321914368445
"Mopanveldophis_zebrinus",0.00118321914368431
"Muhtarophis_barani",0.00118359892608039
"Scaphiophis_albopunctatus",0.00118359892608036
"Philothamnus_battersbyi",0.00118222711836759
"Philothamnus_angolensis",0.00118222711836798
"Philothamnus_nitidus",0.00118224457751983
"Philothamnus_semivariegatus",0.00118226233262673
"Philothamnus_punctatus",0.00118228510820468
"Philothamnus_dorsalis",0.00118232697485179
"Philothamnus_ornatus",0.00118234507283472
"Philothamnus_occidentalis",0.00118231004151328
"Philothamnus_natalensis",0.00118231004151319
"Philothamnus_hoplogaster",0.00118239824875263
"Philothamnus_macrops",0.0011823982487526
"Philothamnus_ruandae",0.00118242202364953
"Philothamnus_carinatus",0.0011824928212348
"Philothamnus_heterodermus",0.0011824928212349
"Philothamnus_girardi",0.00118251196818452
"Philothamnus_thomensis",0.00118251196818412
"Hapsidophrys_principis",0.00118290795174436
"Hapsidophrys_smaragdinus",0.0011829079517444
"Hapsidophrys_lineatus",0.00118296068633882
"Thelotornis_capensis",0.00118305301841221
"Thelotornis_mossambicanus",0.00118305301841277
"Thelotornis_kirtlandii",0.00118313723537627
"Dispholidus_typus",0.00118316621074944
"Rhamnophis_batesii",0.00118316975610018
"Rhamnophis_aethiopissa",0.00118316975610021
"Thrasops_jacksonii",0.00118321796337898
"Thrasops_flavigularis",0.001183217963379
"Gonyosoma_boulengeri",0.00118559875258004
"Gonyosoma_frenatum",0.00118559875257997
"Gonyosoma_margaritatum",0.00118571788641277
"Gonyosoma_prasinum",0.00118576963232144
"Gonyosoma_jansenii",0.00118580503403717
"Gonyosoma_oxycephalum",0.00118580503403718
"Dendrelaphis_cyanochloris",0.00120281380340371
"Dendrelaphis_ngansonensis",0.00120281380340342
"Dendrelaphis_kopsteini",0.00120288286752147
"Dendrelaphis_walli",0.00120292786627127
"Dendrelaphis_striatus",0.00120292786627147
"Dendrelaphis_punctulatus",0.00120277031313788
"Dendrelaphis_striolatus",0.00120277031313804
"Dendrelaphis_calligaster",0.00120279781949505
"Dendrelaphis_gastrostictus",0.00120279781949534
"Dendrelaphis_haasi",0.00120309670136282
"Dendrelaphis_marenae",0.00120309670136251
"Dendrelaphis_pictus",0.00120313316371637
"Dendrelaphis_formosus",0.00120346174592785
"Dendrelaphis_bifrenalis",0.00120395670751509
"Dendrelaphis_tristis",0.00120381193628981
"Dendrelaphis_subocularis",0.00120381193628989
"Dendrelaphis_schokari",0.00120387901274852
"Dendrelaphis_caudolineatus",0.00120379332109151
"Dendrelaphis_fuliginosus",0.00120379332109186
"Dendrelaphis_caudolineolatus",0.00120502774482454
"Chrysopelea_paradisi",0.00120502600771876
"Chrysopelea_ornata",0.00120502600771858
"Chrysopelea_pelias",0.0012051045066816
"Chrysopelea_taprobanica",0.00120535296321793
"Ahaetulla_pulverulenta",0.00120470373157995
"Ahaetulla_anomala",0.00120470373158006
"Ahaetulla_nasuta",0.00120479262213812
"Ahaetulla_fronticincta",0.00120497358660006
"Ahaetulla_prasina",0.00120483154937341
"Ahaetulla_mycterizans",0.00120483154937374
"Ahaetulla_fasciolata",0.00120492117588471
"Dryophiops_rubescens",0.0012061904854642
"Dryophiops_philippina",0.00120619048546405
"Calamaria_pavimentata",0.0012148708238103
"Calamaria_septentrionalis",0.00121487082381027
"Calamaria_andersoni",0.00121468083534936
"Calamaria_yunnanensis",0.00121468083534949
"Calamaria_gervaisii",0.00121483859465481
"Calamaria_bitorques",0.00121483859465513
"Calamaria_lumbricoidea",0.00121526089688353
"Pseudorabdion_taylori",0.00121633093650277
"Pseudorabdion_oxycephalum",0.00121633093650277
"Pseudorabdion_longiceps",0.00121735165974878
"Grayia_smithii",0.00121753813830582
"Grayia_ornata",0.00121753813830567
"Grayia_tholloni",0.00121824047654972
"Sibynophis_collaris",0.00121941907516023
"Sibynophis_chinensis",0.00121941907515908
"Sibynophis_triangularis",0.00122017024206409
"Sibynophis_bistrigatus",0.00122025588312414
"Sibynophis_subpunctatus",0.00122025588312452
"Scaphiodontophis_venustissimus",0.00122059186479175
"Scaphiodontophis_annulatus",0.00122059186479165
"Thamnophis_lineri",0.00119865128413357
"Thamnophis_bogerti",0.00119865128413355
"Thamnophis_conanti",0.00119865043019885
"Thamnophis_godmani",0.00119865043019856
"Thamnophis_mendax",0.00119869105566031
"Thamnophis_sumichrasti",0.00119869105565975
"Thamnophis_scalaris",0.00119869499358366
"Thamnophis_errans",0.00119873069378929
"Thamnophis_exsul",0.00119873069378934
"Thamnophis_scaliger",0.00119873311771663
"Thamnophis_melanogaster",0.00119876992950604
"Thamnophis_validus",0.00119876992950626
"Adelophis_foxi",0.0011987728904801
"Thamnophis_unilabialis",0.0011988737454354
"Thamnophis_rufipunctatus",0.00119887374543528
"Thamnophis_nigronuchalis",0.0011989072979032
"Thamnophis_elegans",0.00119870048348702
"Thamnophis_atratus",0.00119870048348657
"Thamnophis_gigas",0.00119870458074651
"Thamnophis_couchii",0.00119870458074567
"Thamnophis_ordinoides",0.00119872402570972
"Thamnophis_butleri",0.00119869727138948
"Thamnophis_radix",0.0011986972713892
"Thamnophis_brachystoma",0.00119869900131631
"Thamnophis_hammondii",0.00119875483556747
"Thamnophis_eques",0.0011987971878957
"Thamnophis_marcianus",0.00119879718789566
"Thamnophis_pulchrilatus",0.00119889210606321
"Thamnophis_cyrtopsis",0.00119889210606285
"Thamnophis_chrysocephalus",0.00119898403918319
"Thamnophis_fulvus",0.00119898403918345
"Thamnophis_proximus",0.00119914150214266
"Thamnophis_saurita",0.0011991415021426
"Thamnophis_sirtalis",0.00119917520796465
"Storeria_occipitomaculata",0.0011995281239132
"Storeria_storerioides",0.00119952812391268
"Storeria_dekayi",0.00119954789377797
"Liodytes_alleni",0.00119958546552114
"Liodytes_rigida",0.00119958546552132
"Liodytes_pygaea",0.00119961013604206
"Virginia_valeriae",0.00119961323554408
"Clonophis_kirtlandii",0.0011996132355442
"Haldea_striatula",0.0011996483859376
"Nerodia_paucimaculata",0.00119940146964018
"Nerodia_harteri",0.00119940146964165
"Nerodia_sipedon",0.00119942767041886
"Nerodia_clarkii",0.00119942653004784
"Nerodia_fasciata",0.00119942653004758
"Nerodia_erythrogaster",0.00119950827050085
"Nerodia_taxispilota",0.00119950392461428
"Nerodia_rhombifer",0.00119950392461417
"Nerodia_floridana",0.00119956029041846
"Nerodia_cyclopion",0.00119956029041829
"Regina_grahamii",0.0011996410527436
"Tropidoclonion_lineatum",0.00119964105274296
"Regina_septemvittata",0.00119965273636402
"Natrix_natrix",0.00120409032323272
"Natrix_helvetica",0.00120409032323215
"Natrix_astreptophora",0.00120412308979799
"Natrix_tessellata",0.00120426827881744
"Natrix_maura",0.001204455461916
"Sinonatrix_aequifasciata",0.00120592744244453
"Sinonatrix_yunnanensis",0.00120592744244491
"Sinonatrix_percarinatus",0.00120591814814896
"Sinonatrix_annularis",0.00120591814814897
"Opisthotropis_andersonii",0.0012048015670392
"Opisthotropis_shenzhenensis",0.00120480156703937
"Opisthotropis_maxwelli",0.0012048327337341
"Opisthotropis_laui",0.00120487153550154
"Opisthotropis_lateralis",0.00120480720779883
"Opisthotropis_tamdaoensis",0.00120480720779931
"Opisthotropis_cheni",0.00120474186956376
"Opisthotropis_zhaoermii",0.00120474186956402
"Opisthotropis_latouchii",0.00120475190053885
"Opisthotropis_kuatunensis",0.00120494987727208
"Opisthotropis_guangxiensis",0.00120513728787207
"Opisthotropis_voquyi",0.00120509364026134
"Opisthotropis_jacobi",0.00120509364026129
"Opisthotropis_maculosa",0.00120547241940245
"Opisthotropis_daovantieni",0.00120547355783978
"Rhabdophis_nigrocinctus",0.00120602293311357
"Rhabdophis_adleri",0.00120602293311352
"Rhabdophis_leonardi",0.00120603710075283
"Rhabdophis_pentasupralabialis",0.00120605803477279
"Rhabdophis_nuchalis",0.00120606574845436
"Rhabdophis_guangdongensis",0.00120609044196001
"Rhabdophis_swinhonis",0.00120618239200272
"Rhabdophis_tigrinus",0.0012065051094109
"Rhabdophis_subminiatus",0.00120663405481296
"Rhabdophis_rhodomelas",0.00120669642047065
"Rhabdophis_himalayanus",0.00120674851962522
"Rhabdophis_ceylonensis",0.00120674851962532
"Rhabdophis_chrysargos",0.00120727129505912
"Rhabdophis_spilogaster",0.00120674925397406
"Tropidonophis_negrosensis",0.00120674925397377
"Tropidonophis_aenigmaticus",0.00120674816977919
"Tropidonophis_mairii",0.00120674816977907
"Xenochrophis_bellulus",0.00120698006912966
"Xenochrophis_trianguligerus",0.00120713560377716
"Xenochrophis_vittatus",0.00120736997881329
"Fowlea_flavipunctatus",0.00120686989253188
"Fowlea_piscator",0.00120686989253239
"Fowlea_punctulatus",0.00120691645923144
"Atretium_yunnanensis",0.00120692796932625
"Fowlea_asperrimus",0.00120692796932613
"Atretium_schistosum",0.00120705524112971
"Fowlea_schnurrenbergeri",0.00120721185989012
"Xenochrophis_cerasogaster",0.00120746869158146
"Amphiesma_stolatum",0.00120818862948028
"Natriciteres_olivacea",0.00120866440194158
"Natriciteres_sylvatica",0.0012086644019416
"Natriciteres_fuliginoides",0.00120883128311672
"Afronatrix_anoscopus",0.0012092349901388
"Lycognathophis_seychellensis",0.00120923499013884
"Pseudagkistrodon_rudis",0.00120978780862032
"Hebius_concelarum",0.00120500284782766
"Hebius_pryeri",0.00120500284782685
"Hebius_ishigakiense",0.00120503239214095
"Hebius_sauteri",0.00120504858757204
"Hebius_vibakari",0.0012050485875722
"Hebius_optatum",0.00120512381411782
"Hebius_miyajimae",0.00120512531910158
"Hebius_bitaeniatum",0.00120487935251754
"Hebius_octolineatum",0.00120487935251725
"Hebius_metusium",0.00120490809416857
"Hebius_johannis",0.00120490809416844
"Hebius_yanbianensis",0.00120493991576821
"Hebius_craspedogaster",0.00120511599903287
"Hebius_atemporale",0.00120516977461801
"Hebius_popei",0.00120524111075772
"Hebius_parallelum",0.00120531337275229
"Hebius_khasiense",0.00120529840830576
"Hebius_boulengeri",0.00120529840830553
"Hebius_chapaensis",0.00120521396861504
"Hebius_deschauenseei",0.00120521396861702
"Hebius_venningi",0.0012052199034257
"Hebius_modestum",0.00120529841163058
"Herpetoreas_platyceps",0.00120693137344427
"Hebius_xenura",0.00120693137344437
"Herpetoreas_burbrinki",0.00120695569435454
"Trachischium_monticola",0.00120812297502109
"Rhabdops_olivaceus",0.00120845492793321
"Rhabdops_aquaticus",0.00120845492793317
"Aspidura_ceylonensis",0.0012097245471324
"Aspidura_guentheri",0.00120972454713228
"Aspidura_drummondhayi",0.00120966499020049
"Aspidura_ravanai",0.00120966499020035
"Aspidura_trachyprocta",0.00121021165744869
"Erythrolamprus_mimus",0.00119076266547541
"Erythrolamprus_bizona",0.0011907626654749
"Erythrolamprus_ocellatus",0.00119075925115078
"Erythrolamprus_aesculapii",0.00119075925115061
